gene_cluster_id,type,genome_occurences,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,GC.function,COG20_FUNCTION,KOfam,Pfam
GC_00007713,accessory,15,4.466862996148147,1.726370602210586,0.5502638609405626,3.1373505053733886,0.001704821882631512,0.04758555367513979,GC_00007713,,,
GC_00000963,core,104,41.29728761885157,1.721631194539479,0.4136030300762058,4.162520748995168,3.147535306054184e-5,0.003651665544240529,Transcription termination factor Rho (Rho) (PDB:1PVO),Transcription termination factor Rho (Rho) (PDB:1PVO),transcription termination factor Rho,"Rho termination factor, RNA-binding domain"
GC_00003769,accessory,42,6.877238520835476,1.7090628753927226,0.44908759705761053,3.805633659424974,1.414416061685161e-4,0.010098505446044388,"ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppB)","ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppB)",peptide/nickel transport system permease protein,Binding-protein-dependent transport system inner membrane component
GC_00004796,accessory,14,5.286571798529286,1.6888484774983454,0.5110185860515546,3.3048670314468063,9.502146916415353e-4,0.03307222234258363,GC_00004796,,,
GC_00003390,accessory,48,10.540667858772368,1.6760704188911804,0.4287193858452841,3.9094812929593985,9.249451757797157e-5,0.00804817921075325,L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily (RspA) (PDB:1BKH),L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily (RspA) (PDB:1BKH),D(-)-tartrate dehydratase [EC:4.2.1.81],Enolase C-terminal domain-like
GC_00004750,accessory,22,5.222815002150323,1.662502753072261,0.49496582301488534,3.3588233283376896,7.82750926732838e-4,0.02929424301606067,4-hydroxy-L-threonine phosphate dehydrogenase PdxA (PdxA) (PDB:1PS6),4-hydroxy-L-threonine phosphate dehydrogenase PdxA (PdxA) (PDB:1PS6),4-phospho-D-threonate 3-dehydrogenase / 4-phospho-D-erythronate 3-dehydrogenase [EC:1.1.1.408 1.1.1.409],Pyridoxal phosphate biosynthetic protein PdxA
GC_00000011,core,104,127.33926810848514,1.656459478914633,0.3721308013901927,4.451282916454354,8.53587948857549e-6,0.0014854564279993497,"Translation elongation factor EF-Tu, a GTPase (TufA) (PDB:1EFU)","Translation elongation factor EF-Tu, a GTPase (TufA) (PDB:1EFU)",elongation factor Tu,Elongation factor Tu GTP binding domain
GC_00000533,core,104,35.632647126833376,1.6474914773497666,0.34957587379421207,4.712829462366187,2.4430064376028157e-6,6.545935525904228e-4,4-amino-2-methyl-5-hydroxymethylpyrimidine (HMP) synthase ThiC (ThiC) (PDB:3EPN) (PUBMED:15326535),4-amino-2-methyl-5-hydroxymethylpyrimidine (HMP) synthase ThiC (ThiC) (PDB:3EPN) (PUBMED:15326535),phosphomethylpyrimidine synthase [EC:4.1.99.17],Radical SAM ThiC family
GC_00003764,accessory,42,5.067774314341531,1.6224273856666853,0.5186630104085472,3.128095416692065,0.0017594305348600206,0.04765523717183114,"ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppC)","ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppC)",peptide/nickel transport system permease protein,Binding-protein-dependent transport system inner membrane component
GC_00000878,core,104,29.02099282961375,1.6186803022529148,0.35749603552353193,4.527827280329005,5.9593259294101064e-6,0.001152301883183993,sRNA-binding regulator protein Hfq (Hfq) (PDB:1HK9),sRNA-binding regulator protein Hfq (Hfq) (PDB:1HK9),host factor-I protein,Hfq protein
GC_00005221,accessory,24,4.997768961800592,1.5984420800643968,0.5116753280703051,3.1239381544790215,0.001784479599999521,0.04796047295597168,SMI1 / KNR4 family (SUKH-1),,,SMI1 / KNR4 family (SUKH-1)
GC_00000914,core,104,34.91750578648754,1.5709494595572053,0.412031240012917,3.812695026493517,1.374596859619563e-4,0.009967259103970604,Ribosomal protein L7/L12 (RplL) (PDB:1CTF),Ribosomal protein L7/L12 (RplL) (PDB:1CTF),large subunit ribosomal protein L7/L12,Ribosomal protein L7/L12 C-terminal domain
GC_00000892,core,104,31.756531309193605,1.569109398405605,0.37226998406260015,4.214976940342702,2.4980371193527312e-5,0.0032450067214770976,"DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)","DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)","two-component system, OmpR family, response regulator ChvI",Response regulator receiver domain
GC_00000439,core,104,30.248419412795297,1.5638019100949967,0.3345021606340281,4.67501288222147,2.9393516813893193e-6,7.307438233625376e-4,"DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32) (RpoD) (PDB:1SIG)|Ankyrin repeat (ANKYR) (PDB:6AUN)","DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32) (RpoD) (PDB:1SIG)|Ankyrin repeat (ANKYR) (PDB:6AUN)",,Sigma-70 region 2 
GC_00006194,accessory,15,7.529995419852473,1.5626135955585074,0.40670260364517874,3.8421529185040204,1.21959808939627e-4,0.009227850326399386,GC_00006194,,,
GC_00008890,accessory,9,10.178402022597481,1.5606615992539996,0.3705469448334591,4.21177834823448,2.5336809619543166e-5,0.0032450067214770976,Sugar phosphate permease (UhpC) (PDB:1PW4),Sugar phosphate permease (UhpC) (PDB:1PW4),,
GC_00000195,core,104,36.84543209831815,1.5493765815389449,0.3004084431747817,5.157566695412407,2.5017974821916244e-7,2.902502045589316e-4,"NAD-dependent dihydropyrimidine dehydrogenase, PreA subunit (PreA)","NAD-dependent dihydropyrimidine dehydrogenase, PreA subunit (PreA)",ferredoxin,Domain of unknown function (DUF3470)
GC_00000149,accessory,53,45.14256690116593,1.5418499715955019,0.44497625862374535,3.465016260337679,5.301994211767119e-4,0.02426331610651122,Transposase (or an inactivated derivative) (IS285),Transposase (or an inactivated derivative) (IS285),putative transposase,"Transposase, Mutator family"
GC_00000911,core,104,36.79814608663911,1.5406108076692846,0.3576125570616216,4.30804449465631,1.6470425687563456e-5,0.002439375174704877,Ribosomal protein S13 (RpsM) (PDB:4V4H),Ribosomal protein S13 (RpsM) (PDB:4V4H),small subunit ribosomal protein S13,Ribosomal protein S13/S18
GC_00005444,accessory,22,4.763422017015342,1.5342594064430362,0.4896897255483501,3.13312558217346,0.0017295542493917387,0.04758555367513979,GC_00005444,,,
GC_00010385,accessory,8,5.257452080377914,1.5263687588148032,0.4908990255274954,3.1093334462716524,0.0018750996929052448,0.04906980812899778,"Predicted outer membrane protein, contains DUF4142 domain","Predicted outer membrane protein, contains DUF4142 domain",putative membrane protein,Domain of unknown function (DUF4142)
GC_00000343,core,104,21.45834414066385,1.5074316908148153,0.39299828008073284,3.835720834465603,1.2519655341692023e-4,0.009294663684678158,Glutamine synthetase (GlnA) (PDB:1F1H),Glutamine synthetase (GlnA) (PDB:1F1H),glutamine synthetase [EC:6.3.1.2],"Glutamine synthetase, catalytic domain"
GC_00003487,accessory,24,14.162964257728914,1.504725962128815,0.3869962369685116,3.8882185881596794,1.0098266338663828e-4,0.008220958409788162,Transposase,Transposase,putative transposase,Transposase DDE domain
GC_00000885,core,104,34.65629131678964,1.4860719276038168,0.37189387318470724,3.9959570048246924,6.443342821104395e-5,0.006012104785597633,Ribosomal protein S18 (RpsR) (PDB:4V4H),Ribosomal protein S18 (RpsR) (PDB:4V4H),small subunit ribosomal protein S18,Ribosomal protein S18
GC_00000061,core,104,102.68577864716133,1.464606912342642,0.35981213032896964,4.070476754087136,4.691702280668832e-5,0.004802785231725845,"DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)","DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)","two-component system, cell cycle response regulator CtrA",Response regulator receiver domain
GC_00003220,accessory,52,27.746304597015648,1.4552169842505203,0.36483348492387097,3.988715521970735,6.643203063068744e-5,0.006012104785597633,"Predicted peroxiredoxin, DsrE/DsrF-like family (PDB:3MC3)","Predicted peroxiredoxin, DsrE/DsrF-like family (PDB:3MC3)",,
GC_00000930,core,104,35.13702702355308,1.449295179873906,0.34897370431408975,4.153021164510105,3.281143788024647e-5,0.0036838777271676723,Ribosomal protein L19 (RplS) (PDB:1VS6) (PUBMED:27941785),Ribosomal protein L19 (RplS) (PDB:1VS6) (PUBMED:27941785),large subunit ribosomal protein L19,Ribosomal protein L19
GC_00003104,accessory,59,22.281153182604662,1.4362766600171204,0.35659550444001936,4.027747523829783,5.631376834642659e-5,0.005521128752950359,Predicted oxidoreductase of the aldo/keto reductase family,Predicted oxidoreductase of the aldo/keto reductase family,uncharacterized protein,Aldo/keto reductase family
GC_00001593,core,103,32.16471565557812,1.4058283012183852,0.3755584328970864,3.7433011166164434,1.8161836439284167e-4,0.012156206101332412,Ribosomal protein L14 (RplN) (PDB:4V4H),Ribosomal protein L14 (RplN) (PDB:4V4H),large subunit ribosomal protein L14,Ribosomal protein L14p/L23e
GC_00009704,accessory,11,32.18021141399051,1.3843359930140604,0.40278134243381447,3.436941703032176,5.88322215816987e-4,0.024844073046600534,GC_00009704,,,
GC_00000890,core,104,39.05303495576842,1.357554122057047,0.36646993478577294,3.704407901430254,2.1188507171334507e-4,0.01340847258360541,Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I) (NuoI) (PDB:1B0P),Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I) (NuoI) (PDB:1B0P),NADH-quinone oxidoreductase subunit I [EC:7.1.1.2],4Fe-4S binding domain
GC_00007731,accessory,8,6.178626109143199,1.3525385251043485,0.43096271120321644,3.1384119552435514,0.0016986595781640988,0.04758555367513979,GC_00007731,,,
GC_00007888,accessory,9,7.7206494887719614,1.3509464654392036,0.38992647020790094,3.4646185079943566,5.309841308486576e-4,0.02426331610651122,GC_00007888,,,
GC_00004523,accessory,15,9.234136161281128,1.3369000138827887,0.40245557606407706,3.3218573512072145,8.94203966567003e-4,0.03207954192270045,GC_00004523,,,
GC_00007733,accessory,11,7.997766415686421,1.3205050080923086,0.36437230743852184,3.624054246534937,2.900207351112051e-4,0.016280922073460474,"FMN and 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB, HAD superfamily (riboflavin biosynthesis) (YigB) (PDB:4JB3) (PUBMED:24123841)","FMN and 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB, HAD superfamily (riboflavin biosynthesis) (YigB) (PDB:4JB3) (PUBMED:24123841)",2-haloacid dehalogenase [EC:3.8.1.2],haloacid dehalogenase-like hydrolase
GC_00002149,accessory,74,16.036514519441244,1.3176326415840611,0.3438550905029133,3.8319416462816553,1.2713589845853496e-4,0.009315715675472229,"Heme/copper-type cytochrome/quinol oxidase, subunit 1 (CyoB) (PDB:1AR1)","Heme/copper-type cytochrome/quinol oxidase, subunit 1 (CyoB) (PDB:1AR1)",cytochrome c oxidase subunit I [EC:7.1.1.9],Cytochrome C and Quinol oxidase polypeptide I
GC_00001673,core,103,29.11517569741059,1.3040681512287364,0.37776598367754904,3.45205287816982,5.563386869740937e-4,0.02444483482980686,Argininosuccinate synthase (ArgG) (PDB:1J1Z),Argininosuccinate synthase (ArgG) (PDB:1J1Z),argininosuccinate synthase [EC:6.3.4.5],Arginosuccinate synthase C-terminal domain
GC_00001466,core,104,22.303825440032963,1.3017295592611968,0.3611402592392097,3.6044986011901976,3.1275613339512456e-4,0.01714248381546033,Adenylosuccinate lyase (PurB) (PDB:2HVG),Adenylosuccinate lyase (PurB) (PDB:2HVG),adenylosuccinate lyase [EC:4.3.2.2],Lyase
GC_00000078,core,104,45.64635414590405,1.2991914535430442,0.3647298043365753,3.5620655019027208,3.679485481248228e-4,0.01925781837215708,Co-chaperonin GroES (HSP10) (GroES),Co-chaperonin GroES (HSP10) (GroES),chaperonin GroES,Chaperonin 10 Kd subunit
GC_00005147,accessory,16,7.889177302281528,1.298699600950636,0.3863343282946324,3.3615951413983622,7.749365452935535e-4,0.029158558333991492,"Polyphosphate kinase 2, PPK2 family (PPK2) (PDB:3CZP)","Polyphosphate kinase 2, PPK2 family (PPK2) (PDB:3CZP)",,Polyphosphate kinase 2 (PPK2)
GC_00003304,accessory,53,16.781860681482506,1.2812978604846814,0.3601286206174136,3.5578895625901437,3.738464207345508e-4,0.019420484587561255,"Formate/nitrite transporter FocA, FNT family (FocA) (PDB:3KCU)","Formate/nitrite transporter FocA, FNT family (FocA) (PDB:3KCU)",formate transporter,Formate/nitrite transporter
GC_00003094,accessory,58,26.99663574555198,1.263922310636663,0.3576923593604667,3.5335457343748775,4.100251436470183e-4,0.02068250018062967,Zn-dependent alcohol/formaldehyde dehydrogenase (FrmA) (PDB:1A71),Zn-dependent alcohol/formaldehyde dehydrogenase (FrmA) (PDB:1A71),S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],Zinc-binding dehydrogenase
GC_00003307,accessory,47,20.366026419460535,1.2503546990953596,0.3421306430196,3.6546118408450456,2.575713659409446e-4,0.014941285652624295,Cupin domain,,,Cupin domain
GC_00004172,accessory,17,7.211744273394501,1.2501871288408755,0.37864919983609446,3.301702814589448,9.609983083022238e-4,0.033281140418367064,"Transposase, IS1182 family","Transposase, IS1182 family",,Transposase DDE domain
GC_00001590,core,103,19.08459808573359,1.2263240507467221,0.2864014411560828,4.281836173018421,1.8535743088611475e-5,0.00268806890916301,Ribosomal protein S10 (RpsJ) (PDB:4V4H),Ribosomal protein S10 (RpsJ) (PDB:4V4H),small subunit ribosomal protein S10,Ribosomal protein S10p/S20e
GC_00005224,accessory,18,8.959529040537216,1.2197398357498137,0.3842405191368392,3.1744175197604,0.0015013755427718135,0.04409736351575778,GC_00005224,,,
GC_00000972,core,104,25.931725534842293,1.2042332461162444,0.32496982514181894,3.7056771212241295,2.1082673646683161e-4,0.01340847258360541,Malate/lactate dehydrogenase (Mdh) (PDB:4WLO),Malate/lactate dehydrogenase (Mdh) (PDB:4WLO),malate dehydrogenase [EC:1.1.1.37],"lactate/malate dehydrogenase, NAD binding domain"
GC_00003098,accessory,49,12.673924894510117,1.1827380533796876,0.374354045249972,3.159410372044794,0.0015808871716603168,0.045286237044968994,Acyl-CoA dehydrogenase related to the alkylation response protein AidB (CaiA) (PDB:1BUC),Acyl-CoA dehydrogenase related to the alkylation response protein AidB (CaiA) (PDB:1BUC),acyl-CoA dehydrogenase [EC:1.3.8.7],"Acyl-CoA dehydrogenase, C-terminal domain"
GC_00000879,core,104,16.138810723890234,1.182394964939647,0.3200963961647786,3.693871530909008,2.2086541766466785e-4,0.013826151438429506,NADH:ubiquinone oxidoreductase subunit 11 or 4L (chain K) (NuoK) (PDB:4HE8),NADH:ubiquinone oxidoreductase subunit 11 or 4L (chain K) (NuoK) (PDB:4HE8),NADH-quinone oxidoreductase subunit K [EC:7.1.1.2],NADH-ubiquinone/plastoquinone oxidoreductase chain 4L
GC_00001012,core,104,22.449194538188312,1.1815962159525744,0.34562516529684023,3.418721593775616,6.291606478297341e-4,0.025914717571259047,Citrate synthase (GltA) (PDB:3TQG) (PUBMED:25211225),Citrate synthase (GltA) (PDB:3TQG) (PUBMED:25211225),citrate synthase [EC:2.3.3.1],"Citrate synthase, C-terminal domain"
GC_00003403,accessory,18,16.138291374350555,1.1551660698310908,0.3268196894218053,3.534566940794659,4.084439626728363e-4,0.02068250018062967,GC_00003403,,,
GC_00001588,core,103,22.565233742331415,1.1443187278339233,0.3080163109776905,3.715123800430185,2.0310423079019128e-4,0.013090819912319645,Nitrogen regulatory protein PII (GlnK) (PDB:2GW8) (PUBMED:24610711),Nitrogen regulatory protein PII (GlnK) (PDB:2GW8) (PUBMED:24610711),nitrogen regulatory protein P-II 1,Nitrogen regulatory protein P-II
GC_00000087,core,102,29.93921865768747,1.1336598570234924,0.33464750304297824,3.387623833182757,7.050088346195963e-4,0.028043237130211486,"Heme/copper-type cytochrome/quinol oxidase, subunit 1 (CyoB) (PDB:1AR1)","Heme/copper-type cytochrome/quinol oxidase, subunit 1 (CyoB) (PDB:1AR1)",,Cytochrome C and Quinol oxidase polypeptide I
GC_00005038,accessory,14,12.45952035478863,1.1322355822698134,0.345905085267068,3.2732550936498424,0.0010631647954797909,0.035752126286641664,GC_00005038,,,
GC_00001654,core,103,21.971823666682713,1.1245089227278555,0.3420639868063344,3.287422722359008,0.0010110893482999097,0.03450094585056702,"Glycyl-tRNA synthetase, alpha subunit (GlyQ) (PDB:1J5W)","Glycyl-tRNA synthetase, alpha subunit (GlyQ) (PDB:1J5W)",glycyl-tRNA synthetase alpha chain [EC:6.1.1.14],Glycyl-tRNA synthetase alpha subunit
GC_00003819,accessory,38,14.240283110712882,1.0933090799194707,0.34665078421488943,3.1539206882097415,0.0016109285951747805,0.04595768012709691,"Omega-amidase YafV/Nit2, hydrolyzes alpha-ketoglutaramate (Nit2) (PUBMED:28373563)","Omega-amidase YafV/Nit2, hydrolyzes alpha-ketoglutaramate (Nit2) (PUBMED:28373563)",,Carbon-nitrogen hydrolase
GC_00000908,core,104,17.90590385672755,1.093252320076162,0.3237017244075623,3.377344751798985,7.318925518210131e-4,0.02862193288329254,Translation initiation factor IF-3 (InfC) (PDB:2IFE),Translation initiation factor IF-3 (InfC) (PDB:2IFE),translation initiation factor IF-3,"Translation initiation factor IF-3, C-terminal domain"
GC_00000999,core,103,14.987425128757677,1.09223129664045,0.3216497489395732,3.395716303965287,6.844926564111943e-4,0.027602031750065127,ATPase components of ABC transporters with duplicated ATPase domains (Uup) (PDB:5ZXD),ATPase components of ABC transporters with duplicated ATPase domains (Uup) (PDB:5ZXD),energy-dependent translational throttle protein EttA,ABC transporter
GC_00000116,accessory,58,22.84499099698497,1.0896058609735955,0.27233954125860216,4.000909511479832,6.309948573324208e-5,0.006012104785597633,GC_00000116,,,
GC_00003119,accessory,24,15.902257392269638,1.0699659265109154,0.29851690561490835,3.584272469617479,3.380190813259815e-4,0.018239928876822926,GC_00003119,,,
